"hospital","total_bill_amount"
"PLC Hart","98060.67"
"Inc Soto","98006.98"
"Group Oliver","97984.81"
"Marshall Group","97777.09"
"Cruz Group","97750.81"
"Group Cruz","97695.82"
"Reed LLC","97666.89"
"Lawson LLC","97663.83"
"Group Wagner","97626.97"
"Inc Meadows","97624.20"
"Group Bryant","97592.76"
"LLC Alexander","97537.56"
"Jordan Group","97420.38"
"Newman Group","97408.05"
"Ltd Gomez","97382.14"
"Peters Inc","97369.77"
"Bryan LLC","97245.98"
"Miller-Thomas","97022.42"
"Rogers Group","97021.61"
"Group Knight","96994.11"
"Smith-Miller","96915.69"
"Group Watson","96915.53"
"Graham LLC","96872.73"
"Roberts PLC","96809.01"
"Ramirez-Robinson","96739.00"
"Vasquez PLC","96631.43"
"PLC Gonzales","96592.02"
"Lane PLC","96490.51"
"and Sons Davis","96485.94"
"Edwards-Patel","96414.11"
"Nichols Ltd","96398.77"
"LLC Elliott","96393.98"
"Hunt Ltd","96313.70"
"Flores and Sons","96238.80"
"Hernandez-Cunningham","96231.44"
"Nelson Ltd","96190.02"
"Myers LLC","96182.34"
"and Sons Rodriguez","96140.93"
"White-Phillips","96082.45"
"Lopez-Greene","96076.34"
"Myers-Lewis","96005.63"
"Gonzales Inc","95713.53"
"LLC Sparks","95681.93"
"Inc Rose","95672.78"
"LLC Long","95630.68"
"Inc Nunez","95572.49"
"Garrett Ltd","95558.75"
"Ltd Cox","95321.65"
"Inc Russell","95315.18"
"Freeman Inc","95237.26"
"Ltd Rivas","95232.17"
"Barker Inc","94974.48"
"Long PLC","94971.37"
"Inc Woods","94946.58"
"LLC Boyer","94916.29"
"LLC Campbell","94901.09"
"LLC Matthews","94876.13"
"Inc Mcdonald","94853.43"
"Davis and Sons","94841.69"
"PLC Aguilar","94837.94"
"Hunter Ltd","94770.10"
"Inc Thompson","94770.07"
"Harris-Smith","94755.26"
"and Sons Sanchez","94728.13"
"Johnson-Brown","94720.74"
"Beck LLC","94690.12"
"Ltd Barnes","94683.67"
"LLC Gardner","94681.92"
"Group Baker","94608.31"
"LLC Barton","94588.12"
"Inc Daniel","94575.77"
"Ltd Richardson","94574.89"
"Watkins LLC","94468.30"
"Thompson Inc","94464.18"
"Johnson-Collins","94403.59"
"Ferguson Ltd","94285.22"
"Group Henry","94274.25"
"and Sons Dunn","94261.54"
"PLC Kim","94161.15"
"and Sons Young","94133.42"
"Group Sanchez","94056.46"
"Perry LLC","93987.22"
"PLC Macdonald","93934.00"
"Johnson-Lewis","93874.54"
"Bailey-Miller","93751.51"
"Ellis-Thomas","93747.31"
"Vega-White","93727.57"
"PLC Singh","93654.73"
"Thomas-Myers","93648.99"
"Shaw Inc","93632.50"
"Foster LLC","93630.65"
"Parker Sons and","93504.44"
"Sims PLC","93496.23"
"Group Gutierrez","93443.76"
"Rodriguez-Miller","93406.61"
"Morris and Sons","93388.71"
"Shaw PLC","93254.11"
"Bryant Inc","93191.93"
"Allen-Johnson","93185.95"
"Ltd Stephenson","93152.15"
"Group Torres","93098.37"
"Hawkins Inc","93088.75"
"Thomas-Williams","93025.21"
"Ellis Ltd","93001.91"
"LLC Henderson","92993.30"
"Ramirez-Jackson","92884.88"
"Group Fernandez","92865.02"
"Burns-Hill","92788.25"
"Campos LLC","92745.08"
"Group Elliott","92722.20"
"Alvarado PLC","92626.46"
"Stewart-Robinson","92568.61"
"Group Duncan","92485.08"
"Group Flores","92381.10"
"Sons and Hicks","92329.78"
"Murphy Group","92322.72"
"Edwards Group","92308.97"
"Inc Black","92267.35"
"Inc Schmidt","92202.77"
"Butler and Sons","92193.12"
"Lopez-Kim","92189.12"
"Oliver Ltd","92149.98"
"and Hawkins Sons","92120.08"
"King LLC","92082.17"
"Cooper Inc","92043.85"
"Yates Ltd","92038.40"
"Inc Perry","91998.29"
"Young LLC","91977.57"
"Salazar LLC","91970.78"
"PLC Evans","91914.06"
"Douglas Group","91874.02"
"Cruz-Smith","91728.49"
"PLC Olson","91698.85"
"Dawson Group","91697.06"
"Ltd Wilson","91664.90"
"Inc Velasquez","91608.17"
"Ltd Sanchez","91554.95"
"Benson PLC","91500.05"
"LLC Ryan","91433.57"
"Olson Inc","91334.83"
"Inc Myers","91334.07"
"PLC Mccall","91255.09"
"Carpenter PLC","91231.07"
"Dyer Inc","91127.56"
"and Taylor Sons","90985.81"
"PLC Pierce","90952.95"
"Cortez LLC","90941.46"
"Ross Group","90929.30"
"PLC Mendoza","90919.21"
"Inc Acosta","90808.16"
"Inc Todd","90767.62"
"PLC Conrad","90752.04"
"Hughes and Sons","90750.24"
"Ltd Meyer","90737.01"
"Ltd Dixon","90736.56"
"Atkins Inc","90731.88"
"Hill LLC","90706.49"
"LLC Mason","90690.53"
"Inc Jordan","90628.85"
"Inc Sanchez","90608.49"
"Owens Group","90544.99"
"Ltd Malone","90537.53"
"Christian Group","90497.35"
"Bell-Flores","90451.30"
"Carr Group","90450.61"
"Abbott-Martin","90431.23"
"Schneider Group","90374.95"
"Sawyer Inc","90337.97"
"Spence-Miller","90228.26"
"Aguirre LLC","90202.90"
"Morris Group","90186.95"
"Floyd LLC","90178.86"
"Jimenez Group","90174.35"
"Rodriguez-Johnson","90172.25"
"PLC Bishop","90152.82"
"PLC Marquez","90133.83"
"Hawkins LLC","90072.87"
"Gutierrez Inc","90037.14"
"Bishop PLC","89933.11"
"Kim Group","89849.87"
"Cruz-Jones","89830.68"
"Acosta Ltd","89776.36"
"Ltd Reyes","89768.47"
"and Mcdonald Sons","89767.33"
"Bennett Group","89666.92"
"Roberts Sons and","89447.87"
"Clark-Hill","89430.89"
"Riley-Smith","89380.00"
"LLC Sanchez","89275.98"
"Mcmahon Group","89241.57"
"Ltd Morales","89239.14"
"Brooks Group","89198.21"
"LLC Oneill","89186.62"
"Taylor-Valenzuela","89181.46"
"Cooper Ltd","89138.42"
"Payne Inc","89067.03"
"Johnson-Perez","89050.91"
"Inc Walsh","88989.82"
"and Sons Jones","88973.77"
"and Sons Shaw","88883.61"
"Inc Wallace","88852.60"
"Davidson PLC","88837.81"
"Lewis PLC","88795.25"
"and Nguyen Sons","88790.27"
"LLC Peterson","88780.74"
"Meyer Ltd","88775.54"
"and Sons Sanders","88768.30"
"PLC Dixon","88648.34"
"Osborne Group","88561.93"
"PLC Ray","88547.65"
"Peterson Ltd","88544.47"
"Williams-Martinez","88540.24"
"Baker Inc","88527.77"
"Mendoza Ltd","88478.30"
"Peterson PLC","88450.26"
"Group Maxwell","88443.91"
"and Nelson Sons","88440.88"
"PLC Rhodes","88418.89"
"Smith-Lopez","88402.96"
"Klein Group","88399.12"
"PLC Huang","88364.19"
"Martin-Williams","88357.44"
"PLC Warren","88340.57"
"Sims Inc","88336.08"
"PLC Long","88326.99"
"Hill-Wilson","88302.78"
"and Lynch Sons","88261.85"
"White-Levine","88222.85"
"Holmes Group","88200.23"
"Group Santana","88198.32"
"Franco LLC","88176.99"
"Sons and Fernandez","88088.58"
"Davis Sons and","88075.28"
"Alvarez-Smith","88062.57"
"Group Barrett","88058.83"
"PLC Patrick","88046.27"
"Charles-White","88044.28"
"Collins PLC","88033.61"
"Sanders LLC","88020.33"
"PLC Wallace","88003.59"
"LLC Hodge","87978.83"
"Henderson Inc","87892.16"
"Johnston Inc","87859.58"
"Sons Morrow and","87783.03"
"Group Wallace","87759.87"
"Garrison Sons and","87715.11"
"Le-Henry","87629.65"
"Koch LLC","87586.11"
"Sons Perez and","87568.18"
"Williams-Brewer","87557.87"
"Sims Group","87551.91"
"Walker-Hayes","87520.92"
"Moore and Sons","87517.27"
"Edwards-Miller","87418.32"
"Padilla PLC","87270.54"
"Ltd Perry","87254.65"
"Grant PLC","87241.75"
"Group Thomas","87226.94"
"PLC Simmons","87199.90"
"Davis-Thomas","87147.22"
"Howard-Williams","87121.16"
"and Sons Reid","87113.26"
"Wilson Sons and","87108.02"
"Group Parker","87105.84"
"Rivera Ltd","87086.52"
"Inc Fowler","87083.36"
"Howard Inc","86934.12"
"Huynh Ltd","86928.08"
"Inc Spencer","86922.47"
"Group Sandoval","86866.17"
"Lynch and Sons","86827.26"
"Inc Mcbride","86818.57"
"Gomez Group","86781.71"
"Ltd Marshall","86746.88"
"Kelly-Williams","86681.22"
"Fletcher PLC","86633.07"
"Hudson Group","86600.83"
"Group Erickson","86589.46"
"Group Salazar","86568.53"
"Reed PLC","86489.96"
"Aguilar PLC","86482.96"
"Rodriguez-Gonzalez","86410.09"
"Stewart Sons and","86408.35"
"PLC Gray","86383.91"
"Flores Ltd","86373.63"
"LLC Sullivan","86369.43"
"LLC Murphy","86294.45"
"Ltd Cochran","86293.47"
"Wood PLC","86238.45"
"Group Fields","86231.92"
"LLC Castro","86189.23"
"Ltd Davidson","86103.63"
"Sons Acosta and","86033.85"
"Carter PLC","85994.56"
"Group Dougherty","85987.44"
"PLC Silva","85898.15"
"Hunter Group","85876.06"
"Sons and Chapman","85874.70"
"PLC Gordon","85829.41"
"Sons Jenkins and","85810.30"
"Patterson LLC","85792.59"
"Murray-Carter","85791.87"
"Lewis-Thompson","85734.86"
"LLC Ingram","85724.97"
"LLC Moon","85722.33"
"Morris Inc","85696.98"
"and Sanchez Sons","85556.80"
"Reed-Mann","85549.89"
"Brown-Moore","85535.17"
"Henson-Smith","85529.76"
"LLC Barnes","85499.93"
"Ltd Simmons","85469.88"
"Huber Ltd","85458.85"
"Inc Mclaughlin","85404.73"
"Malone LLC","85300.84"
"Group Caldwell","85271.03"
"Group Ross","85269.69"
"Ltd Schmitt","85264.03"
"Sons Little and","85247.18"
"Johnson-Fernandez","85244.31"
"LLC Lara","85229.51"
"Park LLC","85226.71"
"Tran-Gonzalez","85221.25"
"Group Mann","85171.13"
"Cox Ltd","85143.19"
"Sons and Bailey","85133.49"
"Smith-Rodriguez","85103.63"
"Ltd Boyer","85049.39"
"Jones-Jones","84969.32"
"Rice Inc","84945.09"
"Smith-Brooks","84943.56"
"Sons Cooper and","84831.39"
"Myers PLC","84788.30"
"Rose Inc","84763.44"
"PLC Delgado","84751.66"
"LLC Morgan","84745.20"
"Inc Griffin","84660.69"
"Cannon PLC","84657.36"
"May LLC","84646.04"
"Reed-Nelson","84631.90"
"Sons and Flores","84581.36"
"Stone PLC","84475.14"
"Group Wood","84431.20"
"George LLC","84405.99"
"Frye Inc","84391.60"
"Sandoval Group","84349.66"
"Johnson-Dixon","84336.35"
"Scott Ltd","84332.90"
"LLC Kelly","84280.55"
"Perez Ltd","84280.05"
"Miranda Inc","84276.33"
"Sons Gray and","84231.87"
"Inc Mccullough","84211.62"
"Ltd Aguilar","84172.17"
"LLC Young","84136.64"
"Foster PLC","84103.16"
"Group Parsons","84093.22"
"Boyd Ltd","84078.99"
"Group Curtis","84039.87"
"Inc Stevens","84026.97"
"Gibbs PLC","84016.14"
"Williams-Brown","83970.75"
"Jenkins Ltd","83963.11"
"Giles Ltd","83936.91"
"Ramirez-Taylor","83917.24"
"LLC Ortega","83913.48"
"Goodman-Kelly","83885.77"
"and Sons Marshall","83885.75"
"PLC Swanson","83875.82"
"PLC Collins","83872.26"
"Johnson-Simpson","83857.34"
"King-Powell","83843.05"
"Inc Long","83827.95"
"Sons Moore and","83810.82"
"LLC Moran","83756.12"
"PLC Reynolds","83730.47"
"LLC Mcbride","83725.33"
"Guzman Ltd","83724.21"
"Carroll Group","83720.35"
"Hernandez Sons and","83708.40"
"Ltd Stevenson","83578.50"
"Ltd Duncan","83559.88"
"Group Richardson","83538.36"
"Simpson Inc","83473.43"
"Bowman PLC","83473.20"
"Caldwell Ltd","83456.79"
"Thomas-Hall","83452.62"
"Phillips Sons and","83420.27"
"Walker-Smith","83397.48"
"Smith-Robinson","83344.65"
"Group Murphy","83291.53"
"PLC Snyder","83277.11"
"Johnson-Strong","83274.08"
"Cooper LLC","83271.59"
"and Sons Dawson","83270.17"
"Hall Inc","83222.54"
"Ball LLC","83196.77"
"LLC Gonzales","83180.53"
"Erickson-Rodriguez","83157.57"
"Ibarra Group","83147.28"
"and Young Sons","83117.49"
"and Sons Taylor","83100.21"
"PLC Fernandez","83085.21"
"Howard Group","83075.12"
"Inc Bryant","83056.53"
"Davidson-James","83036.52"
"Griffith PLC","83020.37"
"Smith-Marshall","83019.19"
"PLC Alexander","83017.51"
"Ltd Guzman","83015.33"
"Burns Inc","83015.07"
"Group Gomez","82951.36"
"Ltd Watson","82933.62"
"PLC Montes","82857.65"
"Daniels-Rodriguez","82797.53"
"PLC Goodman","82789.23"
"Sons Sanchez and","82755.32"
"Wagner PLC","82738.38"
"Group Olson","82732.28"
"Ball Group","82712.33"
"Powell Ltd","82696.26"
"Inc Elliott","82672.12"
"and Sons Ward","82668.61"
"PLC Richardson","82656.03"
"Porter Ltd","82625.89"
"Bowers Group","82606.84"
"Smith-Martinez","82552.59"
"LLC Knight","82548.13"
"Inc Valdez","82534.75"
"LLC Tran","82528.80"
"Coleman LLC","82521.93"
"Peters Group","82504.35"
"Inc Casey","82501.27"
"Hale PLC","82470.08"
"Castro-Moore","82462.82"
"Hill Sons and","82432.95"
"Villanueva-Scott","82425.38"
"Dixon Group","82416.04"
"James-Smith","82394.56"
"Taylor LLC","82304.44"
"Austin-Johnson","82285.86"
"Middleton Group","82257.86"
"Group Keller","82248.51"
"Johnson-Stark","82223.03"
"Carter-Williams","82216.62"
"Rivera Group","82215.22"
"Cooper-Taylor","82079.90"
"Olson Group","82044.79"
"Higgins Group","82040.72"
"White-Wilson","82028.64"
"and Thomas Sons","82020.67"
"Sons and Rose","82000.07"
"Walker Inc","81982.72"
"Willis PLC","81956.00"
"LLC Ho","81938.85"
"Sons and Schaefer","81932.91"
"Lewis-Thomas","81926.26"
"Bailey LLC","81877.88"
"Sons Thompson and","81870.86"
"Watson LLC","81866.24"
"Martin Sons and","81811.57"
"Inc Pierce","81805.07"
"Stokes Group","81787.61"
"Powell Group","81779.33"
"Sons Jackson and","81777.91"
"White-Morgan","81767.36"
"Ltd Dean","81761.09"
"Ball-Miller","81749.41"
"Group Ballard","81733.56"
"Group Rivera","81674.11"
"Zimmerman PLC","81656.99"
"Morrow Inc","81654.36"
"Davidson Group","81652.14"
"LLC Mendoza","81650.24"
"Thomas PLC","81640.79"
"Group Atkinson","81640.19"
"Cortez Group","81499.13"
"Perry PLC","81464.82"
"PLC Gaines","81442.86"
"Ltd Sanders","81426.63"
"Sons Hughes and","81406.29"
"Schultz Inc","81390.83"
"LLC Neal","81371.49"
"PLC Sanders","81346.18"
"Ortiz-Martin","81325.53"
"Inc Gray","81323.66"
"PLC Trujillo","81305.17"
"Carroll Inc","81300.49"
"Walker-Porter","81253.31"
"Lewis-Foster","81206.86"
"and Anderson Sons","81196.47"
"Rojas Inc","81182.73"
"LLC Harrison","81173.54"
"LLC Guzman","81160.39"
"Glover PLC","81155.71"
"Garcia-Rivera","81136.86"
"Torres Group","81075.32"
"Sons and Hawkins","81025.24"
"Jones-Tyler","81009.58"
"Hughes PLC","81004.86"
"and Rivera Sons","80971.26"
"Mcdonald PLC","80969.93"
"Hines LLC","80962.11"
"Ltd Fisher","80946.31"
"PLC Leach","80927.77"
"Hansen Sons and","80920.50"
"Harper LLC","80908.71"
"LLC Wells","80814.35"
"Inc Andrews","80800.69"
"Ltd Stein","80784.50"
"Inc Willis","80771.17"
"Fernandez Ltd","80767.91"
"Sons and Martinez","80765.51"
"Adams Inc","80761.89"
"Sons Espinoza and","80757.83"
"Dean PLC","80730.48"
"Bradford PLC","80651.59"
"Lane Group","80628.39"
"PLC Moss","80620.31"
"Cunningham LLC","80608.59"
"Coleman Ltd","80571.02"
"PLC Duncan","80565.88"
"Kelly Group","80549.52"
"Morton Inc","80507.60"
"Bradley Inc","80504.88"
"Pope Inc","80466.96"
"Sons and Allen","80455.41"
"Green Group","80438.45"
"Williams-Leonard","80359.73"
"LLC Cox","80359.02"
"and Miller Sons","80256.87"
"Cooper-Bush","80182.06"
"and Sons Wright","80121.36"
"Ltd Bradley","80111.78"
"Sons and Jones","80099.82"
"Sons Harrison and","80078.50"
"Williams-Smith","80021.08"
"Anderson-White","79990.10"
"Floyd Ltd","79969.33"
"Anderson Sons and","79942.11"
"Garcia-Smith","79938.04"
"Group Myers","79924.04"
"Group Doyle","79907.70"
"Brown-Spencer","79907.61"
"Dominguez Inc","79898.50"
"Group Schneider","79870.51"
"Hancock and Sons","79836.17"
"Hayes-Smith","79821.31"
"and Carroll Sons","79692.87"
"Moody Sons and","79659.80"
"and Sons Lewis","79642.44"
"Sons and Stevenson","79637.70"
"Smith-Rogers","79587.60"
"Scott LLC","79580.33"
"Perry-Hayes","79551.02"
"Bradley Ltd","79525.13"
"Nguyen-Rivera","79518.50"
"PLC Jacobs","79419.20"
"Ltd Bell","79363.29"
"Reynolds Ltd","79340.91"
"Hooper PLC","79310.37"
"Group Rhodes","79242.72"
"Miller-Martinez","79200.07"
"Miller-Jones","79186.73"
"Wolf Ltd","79173.97"
"and Sons Gutierrez","79139.88"
"Fletcher Ltd","79110.17"
"Lynch PLC","79104.57"
"LLC Nguyen","79086.29"
"LLC Fox","79045.84"
"PLC Medina","78942.36"
"Ltd Gates","78939.10"
"Murray LLC","78923.13"
"and Murphy Sons","78879.58"
"Group Kim","78851.25"
"Gray-Lewis","78836.98"
"PLC Landry","78760.44"
"Sons Jensen and","78759.48"
"Riley Ltd","78704.82"
"Ramirez LLC","78661.55"
"Ltd Zamora","78631.35"
"Curry PLC","78613.69"
"Rodriguez-Campbell","78610.58"
"Montgomery-Smith","78607.93"
"Bailey-Rivera","78581.14"
"Ltd Mccoy","78539.89"
"Wood-Martinez","78494.14"
"and Rice Sons","78449.88"
"Group Larson","78432.21"
"Acosta Group","78422.10"
"Reed Group","78417.45"
"Norris-Higgins","78401.77"
"and Baker Sons","78392.13"
"Rogers-Moore","78376.02"
"Griffith Group","78352.28"
"Williams-Perez","78328.94"
"LLC Sutton","78259.17"
"Ltd Page","78251.91"
"LLC Sanford","78244.80"
"Williams-Rodriguez","78237.27"
"Woods Group","78232.35"
"Ltd Palmer","78222.24"
"and Sons Rogers","78195.55"
"Smith-Cox","78195.18"
"LLC Garner","78178.51"
"Johnson-Wilson","78147.41"
"Rogers Inc","78119.53"
"Gardner Group","78104.35"
"Group Bates","78083.32"
"Sons and Walker","78062.24"
"Hogan PLC","78048.60"
"Williams-Walker","78037.33"
"French Ltd","78000.58"
"Ltd Adams","77975.46"
"Wilkerson Inc","77926.46"
"Parsons-Cole","77919.90"
"Morse Group","77913.23"
"Group Russell","77797.69"
"Dalton LLC","77792.62"
"Snyder LLC","77682.75"
"Stewart LLC","77625.81"
"Ltd Richmond","77566.04"
"Serrano and Sons","77470.67"
"Owens Inc","77436.36"
"Ltd Wells","77434.63"
"Hubbard Group","77412.05"
"Griffin Ltd","77398.49"
"PLC Hall","77389.51"
"Gomez-Thompson","77384.74"
"Armstrong-Smith","77375.76"
"Inc Boyd","77341.34"
"Rodgers LLC","77339.23"
"Martin-Bowman","77315.19"
"Smith-Jones","77308.68"
"Sons and Gibbs","77302.81"
"Alvarado Inc","77299.72"
"Davis-Martin","77299.11"
"Walker-Ray","77296.77"
"LLC Strickland","77206.02"
"Harper Inc","77184.32"
"Whitaker Group","77174.66"
"LLC Mooney","77173.26"
"Rivera Sons and","77149.44"
"Wallace Sons and","77134.71"
"Ltd Mckenzie","77122.16"
"Phillips PLC","77050.33"
"Mendoza LLC","76996.21"
"Evans Inc","76952.04"
"Lambert Group","76948.51"
"Ltd Carroll","76946.38"
"Murphy Sons and","76916.08"
"Mendoza Group","76893.80"
"PLC Jimenez","76872.70"
"Barnes-Alexander","76822.06"
"Mccoy Inc","76779.12"
"LLC Wallace","76732.48"
"Group Weaver","76722.06"
"Henry LLC","76696.79"
"LLC Acevedo","76664.11"
"Inc Aguirre","76653.00"
"Ltd Mcmahon","76652.58"
"Group Turner","76616.09"
"Mathews Inc","76579.37"
"PLC Meyer","76561.54"
"Kelly-Johnson","76524.49"
"and Phillips Sons","76481.97"
"Group Holmes","76478.95"
"Pearson Sons and","76453.18"
"Sullivan Group","76443.98"
"Lewis-Martin","76410.85"
"Scott-Schneider","76406.94"
"Inc Hopkins","76373.01"
"Richardson PLC","76360.81"
"Group Medina","76306.71"
"Brown-Cooley","76292.72"
"PLC Lee","76261.92"
"Sanchez-Thompson","76230.20"
"Patel Ltd","76196.27"
"PLC Sanchez","76164.63"
"Diaz LLC","76039.54"
"Brown-Thompson","76035.26"
"Collins-Smith","76022.26"
"Wong LLC","75953.67"
"Frye Ltd","75953.00"
"Green Sons and","75940.19"
"Ltd Cobb","75929.59"
"Davis-Sharp","75928.66"
"Sons Kelly and","75924.47"
"Kelly Inc","75895.26"
"Lewis-Watson","75860.53"
"Rivera Inc","75807.08"
"Reynolds LLC","75770.42"
"and Sanders Sons","75714.88"
"Vargas-Cohen","75708.58"
"Obrien PLC","75689.04"
"Smith-Kelly","75682.05"
"Group Lee","75654.56"
"Torres PLC","75654.37"
"PLC Saunders","75635.81"
"Barnes Ltd","75601.76"
"Rodgers Ltd","75575.77"
"PLC Avery","75570.56"
"Williams-Peterson","75556.69"
"Brooks PLC","75551.79"
"Mcclure Ltd","75491.12"
"Deleon PLC","75441.87"
"Medina PLC","75383.34"
"Larson PLC","75374.18"
"Ltd Henry","75371.30"
"Greene LLC","75316.87"
"Delgado Inc","75254.09"
"Moore-Murphy","75244.60"
"Inc Crawford","75237.10"
"Barton-Sanchez","75191.86"
"Schwartz Inc","75186.17"
"Padilla Sons and","75179.08"
"LLC Rivera","75171.60"
"Inc Moss","75155.22"
"Allen LLC","75101.79"
"Lee-Young","75073.83"
"Schmidt Ltd","75070.32"
"Gomez Sons and","75020.45"
"Hancock Group","75018.12"
"Cox PLC","74968.77"
"Group Cooper","74947.99"
"Sons and Thomas","74941.97"
"Downs PLC","74924.27"
"Ltd Robles","74910.91"
"Inc Rivas","74894.59"
"Fisher-Smith","74873.23"
"Turner Ltd","74857.17"
"Group Obrien","74848.46"
"Hoover LLC","74840.10"
